[19-02-23 15:47:29.681] LOG  : General     , 1676796449680> cachedir set to "C:\Users\h_a_t_n\Zomboid".
[19-02-23 15:47:29.704] LOG  : General     , 1676796449704> 19-02-2023 15:47:29.
[19-02-23 15:47:29.704] LOG  : General     , 1676796449704> cachedir is "C:\Users\h_a_t_n\Zomboid".
[19-02-23 15:47:29.704] LOG  : General     , 1676796449704> LogFileDir is "C:\Users\h_a_t_n\Zomboid\Logs".
[19-02-23 15:47:29.705] LOG  : General     , 1676796449705> ===== System specs =====.
[19-02-23 15:47:29.706] LOG  : General     , 1676796449706> OS: Windows 10, version: 10.0, arch: amd64.
[19-02-23 15:47:29.707] LOG  : General     , 1676796449707> Processor: AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD.
[19-02-23 15:47:29.707] LOG  : General     , 1676796449707> Processor cores: 12.
[19-02-23 15:47:29.708] LOG  : General     , 1676796449708> Available processors (cores): 12.
[19-02-23 15:47:29.710] LOG  : General     , 1676796449710> Memory free: 233.29909 MB.
[19-02-23 15:47:29.711] LOG  : General     , 1676796449711> Memory max: 3072.0 MB.
[19-02-23 15:47:29.711] LOG  : General     , 1676796449711> Memory  total available to JVM: 256.0 MB.
[19-02-23 15:47:29.715] LOG  : General     , 1676796449715> C:\, Total: 465.20392 GB, Free: 191.12204 GB.
[19-02-23 15:47:29.715] LOG  : General     , 1676796449715> D:\, Total: 0.097652435 GB, Free: 0.067554474 GB.
[19-02-23 15:47:29.716] LOG  : General     , 1676796449716> E:\, Total: 953.2258 GB, Free: 99.457825 GB.
[19-02-23 15:47:30.085] LOG  : General     , 1676796450085> Mobo = [Product=B450M MORTAR MAX (MS-7B89)].
[19-02-23 15:47:30.222] LOG  : General     , 1676796450222> CPU = [Manufacturer=AuthenticAMD,MaxClockSpeed=3600,Name=AMD Ryzen 5 3600 6-Core Processor].
[19-02-23 15:47:30.407] LOG  : General     , 1676796450407> Graphics = [AdapterRAM=4293918720,DriverVersion=31.0.15.1648,Name=NVIDIA GeForce GTX 1660].
[19-02-23 15:47:30.544] LOG  : General     , 1676796450544> VideoMode = [VideoModeDescription=1920 x 1080 x 4294967296 colors].
[19-02-23 15:47:30.689] LOG  : General     , 1676796450689> Sound = { [Manufacturer=CORSAIR,Name=CORSAIR VOID PRO USB Gaming Headset], [Manufacturer=Microsoft,Name=High Definition Audio Device], [Manufacturer=Realtek,Name=Realtek High Definition Audio], [Manufacturer=Oculus,Name=Oculus Virtual Audio Device], [Manufacturer=Dev47Apps.com,Name=DroidCam Virtual Audio] }.
[19-02-23 15:47:30.827] LOG  : General     , 1676796450827> Memory RAM = { [Capacity=8589934592,Manufacturer=Unknown], [Capacity=8589934592,Manufacturer=Unknown] }.
[19-02-23 15:47:30.827] LOG  : General     , 1676796450827> ========================.
[19-02-23 15:47:30.828] LOG  : General     , 1676796450828> -- listing properties --.
[19-02-23 15:47:30.828] LOG  : General     , 1676796450828> java.specification.version=17.
[19-02-23 15:47:30.828] LOG  : General     , 1676796450828> sun.cpu.isalist=amd64.
[19-02-23 15:47:30.828] LOG  : General     , 1676796450828> sun.jnu.encoding=Cp1252.
[19-02-23 15:47:30.829] LOG  : General     , 1676796450829> java.class.path=.;commons-compress-1.18.jar;istack-co....
[19-02-23 15:47:30.829] LOG  : General     , 1676796450829> java.vm.vendor=Azul Systems, Inc..
[19-02-23 15:47:30.829] LOG  : General     , 1676796450829> sun.arch.data.model=64.
[19-02-23 15:47:30.829] LOG  : General     , 1676796450829> user.variant=.
[19-02-23 15:47:30.830] LOG  : General     , 1676796450830> java.vendor.url=http://www.azul.com/.
[19-02-23 15:47:30.830] LOG  : General     , 1676796450830> user.timezone=Asia/Jakarta.
[19-02-23 15:47:30.830] LOG  : General     , 1676796450830> zomboid.steam=1.
[19-02-23 15:47:30.830] LOG  : General     , 1676796450830> user.country.format=ID.
[19-02-23 15:47:30.830] LOG  : General     , 1676796450830> java.vm.specification.version=17.
[19-02-23 15:47:30.831] LOG  : General     , 1676796450831> os.name=Windows 10.
[19-02-23 15:47:30.831] LOG  : General     , 1676796450831> user.country=US.
[19-02-23 15:47:30.832] LOG  : General     , 1676796450832> sun.boot.library.path=E:\Program Files (x86)\Steam\steamapp....
[19-02-23 15:47:30.832] LOG  : General     , 1676796450832> zomboid.znetlog=1.
[19-02-23 15:47:30.832] LOG  : General     , 1676796450832> jdk.debug=release.
[19-02-23 15:47:30.833] LOG  : General     , 1676796450833> sun.cpu.endian=little.
[19-02-23 15:47:30.833] LOG  : General     , 1676796450833> user.home=C:\Users\h_a_t_n.
[19-02-23 15:47:30.833] LOG  : General     , 1676796450833> user.language=en.
[19-02-23 15:47:30.833] LOG  : General     , 1676796450833> java.specification.vendor=Oracle Corporation.
[19-02-23 15:47:30.833] LOG  : General     , 1676796450833> java.version.date=2021-10-19.
[19-02-23 15:47:30.834] LOG  : General     , 1676796450834> java.home=E:\Program Files (x86)\Steam\steamapp....
[19-02-23 15:47:30.834] LOG  : General     , 1676796450834> file.separator=\.
[19-02-23 15:47:30.834] LOG  : General     , 1676796450834> java.vm.compressedOopsMode=Zero based.
[19-02-23 15:47:30.834] LOG  : General     , 1676796450834> line.separator=.
[19-02-23 15:47:30.835] LOG  : General     , 1676796450835> java.vm.specification.vendor=Oracle Corporation.
[19-02-23 15:47:30.835] LOG  : General     , 1676796450835> java.specification.name=Java Platform API Specification.
[19-02-23 15:47:30.835] LOG  : General     , 1676796450835> java.awt.headless=true.
[19-02-23 15:47:30.835] LOG  : General     , 1676796450835> user.script=.
[19-02-23 15:47:30.835] LOG  : General     , 1676796450835> sun.management.compiler=HotSpot 64-Bit Tiered Compilers.
[19-02-23 15:47:30.836] LOG  : General     , 1676796450836> java.runtime.version=17.0.1+12-LTS.
[19-02-23 15:47:30.836] LOG  : General     , 1676796450836> user.name=h_a_t_n.
[19-02-23 15:47:30.836] LOG  : General     , 1676796450836> path.separator=;.
[19-02-23 15:47:30.836] LOG  : General     , 1676796450836> os.version=10.0.
[19-02-23 15:47:30.836] LOG  : General     , 1676796450836> java.runtime.name=OpenJDK Runtime Environment.
[19-02-23 15:47:30.837] LOG  : General     , 1676796450837> file.encoding=Cp1252.
[19-02-23 15:47:30.837] LOG  : General     , 1676796450837> java.vm.name=OpenJDK 64-Bit Server VM.
[19-02-23 15:47:30.837] LOG  : General     , 1676796450837> java.vendor.version=Zulu17.30+15-CA.
[19-02-23 15:47:30.837] LOG  : General     , 1676796450837> java.vendor.url.bug=http://www.azul.com/support/.
[19-02-23 15:47:30.837] LOG  : General     , 1676796450837> java.io.tmpdir=C:\Users\h_a_t_n\AppData\Local\Temp\.
